frame,distance,adult_speed,child_speed
1,None,None,None
2,None,None,729.8308442539885
3,None,None,693.8219432166217
4,None,None,862.8677861216808
5,426.06484248292537,None,520.0078492343227
6,None,None,763.9898923124282
7,None,None,798.7554094224542
8,573.8379562210921,None,961.6365727025891
9,None,None,883.3333333333342
10,None,None,930.6569985658481
11,None,None,919.9877993867129
12,None,None,880.1830617673937
13,None,None,901.0198303555122
14,None,None,925.1585633538393
15,None,None,1390.6433363335423
16,None,None,980.3164836741586
17,None,None,682.619504376414
18,None,None,814.3170420038856
19,None,None,1197.3350037107907
20,None,None,849.1292058122038
21,None,None,890.8485343261837
22,None,None,361.4031611621002
23,None,None,1568.1784571500143
24,None,None,1104.5675372943215
25,None,None,471.6449719776904
26,None,None,654.8484791249399
27,None,None,651.7245568176659
28,None,None,801.7342313870455
29,None,None,531.4592925068074
30,None,None,227.4557343992703
31,None,None,490.1582418370785
32,None,None,1188.3791053191696
33,None,None,582.4385751970316
34,None,None,589.7857426406827
35,None,None,560.8393854986756
36,None,None,803.8491583548235
37,None,None,523.343948936919
38,None,None,491.97643879207124
39,None,None,644.4743766995097
40,None,None,445.8996867146755
41,None,None,380.38648444841084
42,None,None,377.123616632825
43,None,None,717.8482586514892
44,None,None,418.02499681141614
45,None,None,478.2055578467853
46,None,None,443.77784477168865
47,None,None,528.5714285714264
48,None,None,283.4558558615843
49,None,None,537.7580064205324
50,None,None,396.21937852453414
51,None,None,710.0229947411751
52,None,None,567.6462121975462
53,None,None,2577.1365220067737
54,None,None,339.9346342395187
55,None,None,1599.8086620286979
56,None,None,None
57,None,None,None
58,None,None,None
59,None,None,None
60,None,None,None
61,None,None,None
62,None,None,328.3384267017473
63,None,None,333.02068671147026
64,2467.8186724311818,None,230.01774554435073
65,None,None,325.7644071711768
66,None,None,180.84269858817763
67,None,None,400.3470716488071
68,2445.2151234605108,None,201.14468343326922
69,2453.263133053607,171.59383568311526,203.44259359556003
70,2449.6749274138397,350.29142386397655,223.1499907401892
71,2444.8323050876106,464.5054425111214,305.7276365576126
72,2465.5855288348853,194.5436254988109,224.3818669639358
73,2468.021474785015,389.72779616296737,106.18620533799024
74,2444.6693539208936,448.58052766021484,116.27728997214028
75,2432.251015006469,376.017139089285,145.53540997144245
76,2416.633402069913,313.63569143000086,101.01525445522067
77,2407.5832280525633,293.20536788248154,156.0023547702962
78,2378.6469368109256,454.9613125512662,28.571428571428818
79,2352.306102530026,742.4153524514066,134.37096247164138
80,2344.620438365238,251.62735648297488,67.3855795146889
81,2321.467208469678,477.0423927120672,67.18548123582268
82,2263.0545729168794,1017.3996465579877,162.88220358559047
83,None,777.5222288311384,None
84,None,1462.0540485277243,None
85,None,1098.5154123229638,None
86,None,893.8851225101085,None
87,1984.9599492181196,678.4377479015817,None
88,1929.475835557419,979.5094565700838,55.78749768504801
89,1887.3672801021003,656.6768534034946,71.78482586514892
90,1846.5557126715673,703.3649282003109,198.78100736461067
91,None,416.06759654887543,None
92,1768.915204298951,370.3969189275463,None
93,1732.0829223798726,581.4851674806541,157.23301886761107
94,1704.4342169764136,657.6473218982926,76.93092581620688
95,None,650.1569669184811,None
96,None,652.9368504015248,None
97,None,583.5713800003817,None
98,None,307.4749035718724,None
99,1560.1089705530187,453.7651130020623,None
100,None,490.15824183707696,None
101,1469.538447948879,760.3704789812216,None
102,1401.8224744952552,1250.4443654601691,117.85113019775694
103,1356.7476736666993,558.7887775888032,190.59520091609212
104,1319.5704793606137,594.4041777533275,71.78482586514892
105,1292.833419277209,753.5563829085582,100.34662148993645
106,1263.3001424839624,580.1565587434641,57.587555344989404
107,1258.729518204765,404.0610178208827,74.57361792078935
108,1149.2811883955987,2491.3740073390277,71.20003121097989
109,1132.6315596874388,212.3724106759778,83.29931278350396
110,1121.8279725519417,351.74492149271214,303.04576336565816
111,1073.7905987668173,653.6223850375999,206.99570580624143
112,1049.4074518508053,282.8427124746179,67.38557951468975
113,1036.6532689380765,244.1143927233601,186.26292586293445
114,1009.1962148165242,229.0174220268762,245.78072191550262
115,992.6289588763769,224.22706745122665,60.667582410670484
116,988.0456720212887,203.0381486221717,51.50787536377172
117,963.6017071383799,474.0487551109258,16.66666666666653
118,950.0127630721599,386.5731179352836,7.1428571428572045
119,907.940664360838,843.129495948736,25.75393768188553
120,864.7918824780908,1018.3387888560819,16.66666666666653
121,835.4132211067766,631.1634866964204,15.971914124998637
122,818.514660833879,140.69796859708663,143.56965173029784
123,781.184997295775,632.6168521566983,102.27015045197354
124,753.5688422433614,618.6903731090326,126.92955176440118
125,762.3032533054021,258.725289661068,15.971914124998433
126,733.3009273142916,287.13930346059567,258.725289661068
127,718.6689084689833,133.59349618234387,179.50549357114863
128,697.9070496849849,442.91474279792664,51.50787536377106
129,680.6586883306493,459.8691029376971,83.60499936228058
130,679.3121521068205,220.00631304074597,219.2157739661096
131,665.0761234625703,594.7045227571018,156.6550871390087
