frame,adult_pitch,adult_yaw,adult_roll,child_pitch,child_yaw,child_roll,adult_angle,child_angle,adult_tdx,adult_tdy,child_tdx,child_tdy,adult_x3,adult_y3,child_x3,child_y3
25,1.9959704875946045,-16.99833106994629,3.3917076587677,-167.0876007080078,33.17448425292969,-158.06922912597656,-6.499857704974811,161.12874791813533,1935,1436,1754,1313,1960.1415710048998,1433.1355430639387,1704.2056608889418,1330.0205048374112
26,2.2454755306243896,-17.898910522460938,3.5008718967437744,1.584739089012146,-23.939373016357422,5.369750022888184,-6.916997676168479,-3.564481633724314,1933,1436,1774,1310,1959.1237741387288,1432.8308121717157,1809.7077402021587,1307.7756818338098
27,2.465630054473877,-13.622340202331543,2.014315366744995,4.117421627044678,-25.59089469909668,-1.865569829940796,-10.066326513082196,-8.526327597802124,1933,1436,1791,1311,1953.2548121872771,1432.404348875535,1828.5789940652703,1305.3661271393034
28,2.4132823944091797,-15.700638771057129,1.2792811393737793,2.6832516193389893,-17.84050941467285,1.6136571168899536,-8.519276917803637,-8.276004891264419,1939,1436,1811,1313,1963.084396014908,1432.392278403269,1837.6540527963998,1309.1229936306265
29,2.404297351837158,-15.775410652160645,0.08218135684728622,5.114004611968994,-24.234743118286133,-3.7364273071289062,-8.446327990414023,-11.20076783355253,1941,1436,1830,1316,1964.3805862995155,1432.5281358694622,1864.890465602138,1309.0910158665163
30,1.978286862373352,-17.220600128173828,1.3901591300964355,5.323227405548096,-19.121051788330078,-4.551131725311279,-6.35522701138216,-14.981226038625397,1949,1435,1849,1315,1972.3880687139306,1432.3951123696602,1876.5154655859646,1307.6369156051255
31,1.8224431276321411,-16.538894653320312,2.678497076034546,2.6380090713500977,-19.322917938232422,1.6884853839874268,-6.112829240255255,-7.477914451966698,1956,1433,1870,1311,1975.3572995256957,1430.9269175070222,1898.4567013041215,1307.2647628321724
32,None,None,None,3.28157114982605,-15.128467559814453,-0.9073719382286072,None,-11.954864922160581,None,None,1894,1310,None,None,1915.9226708767378,1305.3582393975328
33,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
34,None,None,None,3.2082629203796387,-18.892559051513672,0.6987271308898926,None,-9.28743649096098,None,None,1928,1309,None,None,1958.436688040621,1304.022653905408
35,None,None,None,2.7982065677642822,-20.206998825073242,1.3928686380386353,None,-7.555316867240516,None,None,1943,1309,None,None,1976.8504601948634,1304.5102503741518
36,None,None,None,4.3934173583984375,-19.266666412353516,-2.577655553817749,None,-12.36132340933445,None,None,1964,1310,None,None,1996.0066313243185,1302.985532328492
37,None,None,None,2.8602371215820312,-18.97450828552246,0.23609638214111328,None,-8.257645704308123,None,None,1985,1308,None,None,2015.2387121546017,1303.611475353861
38,None,None,None,3.6294548511505127,-19.78881072998047,-0.8510362505912781,None,-9.97850896846526,None,None,2004,1306,None,None,2035.1469850293274,1300.5199915104918
39,None,None,None,2.91015887260437,-20.065406799316406,2.245574951171875,None,-7.913159610159312,None,None,2025,1300,None,None,2056.2214305201255,1295.660359305305
40,-6.357256889343262,21.97404670715332,-19.843385696411133,3.06959867477417,-18.340532302856445,0.43048095703125,164.65475067317408,-9.175939287084164,1928,1437,2041,1302,1897.316698714962,1445.420052667173,2070.2637554883368,1297.272916343654
41,161.51304626464844,19.796489715576172,169.501953125,3.1469650268554688,-19.04531478881836,0.149358868598938,-138.62262327544988,-9.03577853741599,1930,1439,2055,1304,1899.518774012874,1412.148567174247,2085.347374690419,1299.17402021699
42,1.7417652606964111,-19.42252540588379,3.2663962841033936,2.5863189697265625,-17.556594848632812,1.4808429479599,-4.92687082672386,-8.117073223976414,1928,1439,2069,1305,1959.2580016146687,1436.3054761114536,2095.8466455257258,1301.1709942736109
43,2.3085458278656006,-14.763586044311523,-0.18818791210651398,3.0884644985198975,-18.60413932800293,0.4296793043613434,-8.690401892606948,-9.093423513735514,1925,1439,2083,1308,1948.1896451712755,1435.4554611991737,2112.0315278848543,1303.3533203430516
44,1.7181079387664795,-20.288372039794922,1.6885310411453247,3.44897723197937,-19.276103973388672,-0.14101453125476837,-4.636702903796972,-9.760437829000878,1925,1442,2096,1311,1956.9005674238254,1439.4127728646502,2125.3807450496033,1305.9459540263751
45,1.340552568435669,-19.22588539123535,4.674457550048828,2.735285997390747,-17.879474639892578,1.1421350240707397,-3.8378490428541134,-8.414745487955217,1923,1443,2107,1314,1953.294982034246,1440.9677077661306,2134.01738241411,1310.003315059942
46,1.6978591680526733,-19.9646053314209,4.486078262329102,159.646484375,-32.4758186340332,-151.68557739257812,-4.662806215381753,-28.654986920418178,1922,1443,2118,1314,1953.4124414018506,1440.4379554575053,2165.2510370842833,1288.179040559081
47,2.84493088722229,-16.69599151611328,5.932827949523926,178.36416625976562,10.627521514892578,-174.52012634277344,-9.396016645428777,-171.34971960224357,1918,1441,2129,1312,1944.4310046783023,1436.6262634425625,2112.5863106740994,1309.5029274934654
48,1.6764628887176514,-20.171327590942383,4.624454498291016,174.45127868652344,16.350109100341797,-178.1127471923828,-4.553278121157912,-161.75825230448584,1917,1443,2140,1311,1948.7242231444393,1440.473564912837,2115.508977313795,1302.927982680236
49,1.7926220893859863,-18.2666072845459,4.1168341636657715,175.6809844970703,8.12190055847168,-177.93359375,-5.413947346431156,-152.17909208238322,1915,1444,2149,1309,1943.5229566226856,1441.2967813076102,2136.9912296809157,1302.6628922896987
50,1.664293646812439,-18.961376190185547,3.9641551971435547,173.39784240722656,-23.633684158325195,-149.7107391357422,-4.831896290449497,-14.72143284010899,1915,1445,2158,1313,1944.8936250436273,1442.4730023980753,2191.2736804836422,1304.257508572291
51,2.080991506576538,-19.075450897216797,2.984464645385742,-177.64608764648438,-18.382875442504883,-163.78408813476562,-5.994590113129355,7.045423436753858,1913,1446,2164,1313,1943.3936091039643,1442.8084044063414,2187.652406529349,1315.9231862599256
52,1.9792026281356812,-19.109146118164062,3.1211326122283936,118.20484924316406,-11.092327117919922,-88.48273468017578,-5.692704378642505,-77.45775914516918,1913,1447,2174,1318,1944.1000304183508,1443.899803733358,2188.2369019841763,1254.0047962461233
53,2.585773229598999,-18.0145206451416,1.556575059890747,171.78985595703125,14.635333061218262,164.261474609375,-7.898222987965446,-151.32796136177598,1913,1446,2189,1323,1942.3795126149973,1441.9241844724788,2167.523383381697,1311.255514739586
54,2.47790265083313,-17.645198822021484,1.9123344421386719,-0.8312330842018127,-4.437259674072266,-6.47991943359375,-7.740152449040925,10.589157634923502,1915,1446,2200,1319,1943.1903227160328,1442.168400213411,2206.344126796392,1320.1860285256391
55,2.3922929763793945,-16.644624710083008,2.569809913635254,32.583499908447266,20.560407638549805,57.655784606933594,-7.948310762394724,-124.85735461263923,1916,1446,2209,1322,1942.6384239791419,1442.2807170124545,2180.9044189163237,1281.6619794340636
56,2.269632339477539,-19.46048927307129,3.9249842166900635,36.10370635986328,73.38065338134766,37.920928955078125,-6.394949909559339,-170.02487953449636,1915,1446,2217,1316,1946.3167342276224,1442.4900604099537,2138.4254623457496,1302.1803665422951
57,3.3192272186279297,-10.956622123718262,-0.4519954025745392,None,None,None,-16.650528271046213,None,1915,1446,None,None,1932.866182153311,1440.6566990987856,None,None
58,2.3228588104248047,-17.39666748046875,3.0130319595336914,None,None,None,-7.37079967017622,None,1914,1447,None,None,1941.8056322860289,1443.4030878938395,None,None
59,1.9637060165405273,-18.2759952545166,4.860813140869141,None,None,None,-5.923693190470747,None,1916,1449,None,None,1946.1050861685214,1445.8763593130243,None,None
60,1.9313620328903198,-13.74848747253418,9.814035415649414,None,None,None,-7.842878074194751,None,1915,1448,None,None,1937.5777256385995,1444.890021133479,None,None
61,2.7059218883514404,-14.907187461853027,1.44197416305542,None,None,None,-10.05614483490916,None,1915,1447,None,None,1939.6963872392862,1442.620403575467,None,None
62,3.06748628616333,-12.397507667541504,1.164473533630371,-2.4394540786743164,16.145750045776367,14.520977020263672,-13.681827850884122,171.63603924223756,1913,1446,2229,1355,1932.966436138393,1441.1394159609667,2206.1972986694254,1358.3525556018992
63,2.847642660140991,-14.88740062713623,2.665909767150879,4.115551471710205,36.68693161010742,7.578372478485107,-10.585200784216985,-174.49766177525854,1912,1446,2228,1358,1935.6366668858996,1441.5828367804522,2181.9969440259447,1353.5685147405773
64,2.355121612548828,-15.468685150146484,2.452393054962158,0.7430310249328613,42.46855926513672,7.077763080596924,-8.446237886358684,-179.18830715621507,1915,1446,2225,1351,1940.0708984667624,1442.277175865311,2173.6859000673862,1350.2729992559598
65,2.028938055038452,-16.80287742614746,3.6747360229492188,10.633233070373535,52.12553405761719,15.284423828125,-6.687015185663879,-171.833019191164,1916,1446,2224,1351,1943.17350692491,1442.814089671633,2166.376880053221,1342.7302761675155
66,2.312316656112671,-16.0423526763916,2.5986602306365967,14.034740447998047,58.759037017822266,19.486034393310547,-7.987238411016918,-171.63144253220003,1916,1446,2225,1353,1941.700350902127,1442.3938883979552,2163.440453948216,1343.9441933535588
67,2.5083959102630615,-14.51284122467041,1.6079721450805664,6.980270862579346,52.00667190551758,8.347541809082031,-9.596437674799631,-174.57744960798118,1917,1445,2225,1351,1940.5561178814046,1441.0172873540776,2168.2580613984696,1345.6137748040069
68,2.828456163406372,-13.887589454650879,1.9502390623092651,-5.769103050231934,6.1977715492248535,3.7948572635650635,-11.286935378690998,137.2115552078377,1917,1443,2227,1352,1939.3216534625008,1438.5449862886246,2219.1188689365017,1359.2950555615848
69,2.775709629058838,-14.709346771240234,2.79451584815979,-1.6915268898010254,24.234102249145508,5.444581985473633,-10.451718725931242,176.2480834888427,1917,1444,2231,1352,1940.106331850867,1439.737631168681,2200.6255252555393,1353.9918686317642
70,2.556932210922241,-15.485544204711914,2.785553455352783,2.6122171878814697,-13.899270057678223,3.5531437397003174,-9.147457034727625,-10.435458076257158,1918,1443,2242,1359,1942.8305586418476,1439.001691738936,2259.295529839283,1355.8146109474155
71,2.2066383361816406,-17.79534912109375,2.839334011077881,2.771575927734375,-13.054309844970703,3.520867109298706,-6.840405618010541,-11.779815947700206,1918,1443,2248,1373,1946.1168577260946,1439.627155751113,2264.48884199362,1369.5613631622177
72,3.205878496170044,-15.63371467590332,1.5564231872558594,1.9601012468338013,-18.856632232666016,4.347653865814209,-11.301281289568143,-5.718970454193579,1917,1443,2253,1382,1941.792762191829,1438.0453406842466,2278.5328971270487,1379.4429396902437
73,3.1295950412750244,-16.08490753173828,1.1343742609024048,-165.7923126220703,-3.506115436553955,-132.79891967773438,-10.721162485093643,75.9834354809427,1918,1443,2261,1391,1944.0437870112733,1438.0690118171556,2266.014716361211,1411.0881859631259
74,2.786463499069214,-15.724649429321289,1.5649222135543823,171.90525817871094,-77.74836730957031,-175.26280212402344,-9.796323158207963,-1.7513907587415483,1919,1443,2269,1405,1944.4753707602245,1438.60132298158,2348.155231009483,1402.5796658079769
75,2.6851038932800293,-14.28979206085205,2.0471644401550293,171.13946533203125,-13.02544116973877,173.71307373046875,-10.42159801202936,-33.65674475519959,1919,1444,2274,1412,1942.2016801048067,1439.732653591885,2291.35454394668,1400.444877547285
76,2.278984546661377,-15.887960433959961,2.2521190643310547,-166.84988403320312,-35.482398986816406,158.37583923339844,-7.953233133431518,17.70074396912431,1919,1443,2279,1417,1944.1856558831905,1439.4813479786146,2319.0512456889956,1429.7825559848168
77,2.759213924407959,-17.007568359375,1.88288152217865,2.4275662899017334,-70.31866455078125,-7.685593128204346,-8.9438726892995,-0.8679761587271443,1915,1446,2285,1432,1942.7873130420933,1441.6268211315207,2345.2611412676056,1431.0870316109433
78,3.197631597518921,-16.412185668945312,1.7957736253738403,-2.9260332584381104,-45.89406204223633,-5.252758979797363,-10.723470273044027,2.8325690862253317,1913,1447,2292,1446,1939.8418215542797,1441.9167964084027,2338.6735217314726,1448.3093112396673
79,3.4324264526367188,-13.498830795288086,2.820347309112549,1.2823357582092285,13.352728843688965,-9.988250732421875,-14.004120867748581,-174.61392332062354,1910,1450,2295,1461,1931.942000208999,1444.5275686478485,2280.6813938671676,1459.6500037603837
80,2.5052108764648438,-18.46516227722168,3.252347230911255,3.257894515991211,-12.318475723266602,-7.75054931640625,-7.457649533208698,-14.587326205448964,1909,1452,2295,1473,1938.772432880135,1448.1027705470026,2306.5206544023317,1470.001815416241
81,2.665573835372925,-16.29366683959961,3.3363900184631348,-7.643275737762451,4.539357662200928,-11.789839744567871,-9.040230461981322,120.83368229974634,1905,1454,2297,1485,1931.372698551966,1449.8039905611922,2293.121949734354,1491.4968032016402
82,1.8875939846038818,-19.273170471191406,4.959441661834717,-13.606304168701172,39.3625602722168,-27.24184799194336,-5.38136799902464,163.99823285712378,1902,1454,2299,1499,1933.0268082849639,1451.07728254803,2269.191403849914,1507.5484723745872
83,2.2322843074798584,-20.40912437438965,3.8866374492645264,None,None,None,-5.976221790809224,None,1900,1455,None,None,1932.7798026469886,1451.568457473892,None,None
84,1.6398528814315796,-20.66426658630371,4.144359111785889,None,None,None,-4.339036412486831,None,1898,1455,None,None,1931.1717880234844,1452.4830713870367,None,None
85,1.4062435626983643,-21.413166046142578,4.335324764251709,None,None,None,-3.580855632760755,None,1896,1455,None,None,1930.3185271981188,1452.8523733545605,None,None
86,1.9527802467346191,-20.31117057800293,3.4827661514282227,None,None,None,-5.260040837108286,None,1893,1455,None,None,1924.9349023651691,1452.0599509025708,None,None
87,1.5106480121612549,-20.79873275756836,4.319868087768555,None,None,None,-3.970246395694861,None,1892,1456,None,None,1925.3781123428987,1453.683392338409,None,None
88,2.454432249069214,-15.951787948608398,2.863042116165161,None,None,None,-8.520880599922968,None,1889,1456,None,None,1914.8338708591227,1452.129476549718,None,None
89,1.7841838598251343,-19.436758041381836,4.152122497558594,None,None,None,-5.042234521103525,None,1888,1456,None,None,1919.2800216799183,1453.2401172295558,None,None
90,1.8331960439682007,-20.31841468811035,4.159699440002441,None,None,None,-4.93777639453351,None,1887,1457,None,None,1919.9875235376394,1454.1500611233762,None,None
91,2.079235076904297,-20.948535919189453,3.4840941429138184,None,None,None,-5.413807076977746,None,1887,1457,None,None,1919.8926920392958,1453.8827277041978,None,None
92,3.9463508129119873,-16.567230224609375,0.10853339731693268,None,None,None,-13.025839501278675,None,1887,1456,None,None,1913.2328996574843,1449.9311954079396,None,None
93,2.1724979877471924,-18.46969223022461,4.46589469909668,None,None,None,-6.475078258455066,None,1891,1456,None,None,1920.462676683154,1452.656133002392,None,None
94,-3.314943552017212,44.420143127441406,-10.99729061126709,None,None,None,176.6230735660886,None,1900,1457,None,None,1834.9079505886752,1460.8408752066446,None,None
95,-0.9194003939628601,54.22629928588867,-5.113282680511475,None,None,None,179.33760673998404,None,1907,1456,None,None,1836.4140955632888,1456.8160759990922,None,None
96,2.4091951847076416,-8.230205535888672,1.0285959243774414,None,None,None,-16.205146074501975,None,1909,1455,None,None,1922.026714541937,1451.2141207754053,None,None
97,1.7852451801300049,-17.77305030822754,3.6372807025909424,None,None,None,-5.551051888093801,None,1912,1451,None,None,1938.861773675687,1448.389346917806,None,None
98,2.9703805446624756,-15.239517211914062,0.6828440427780151,None,None,None,-10.769556946987233,None,1916,1453,None,None,1940.9711972528426,1448.250238768734,None,None
99,1.9027433395385742,-18.342483520507812,3.144421339035034,None,None,None,-5.718962677788379,None,1919,1452,None,None,1949.2108516191563,1448.9744575607124,None,None
100,2.4526708126068115,-16.766210556030273,0.9776740670204163,None,None,None,-8.08441773165618,None,1920,1450,None,None,1946.8274476429074,1446.1893323319327,None,None
101,2.361473560333252,-19.754297256469727,1.2227718830108643,None,None,None,-6.545216119529612,None,1924,1453,None,None,1955.094831841137,1449.432331515117,None,None
102,1.9304035902023315,-18.575742721557617,2.531658172607422,None,None,None,-5.72391653658483,None,1926,1450,None,None,1955.9444543713814,1446.9985215681777,None,None
103,1.48212468624115,-18.283700942993164,4.082365036010742,None,None,None,-4.476182369732416,None,1927,1450,None,None,1956.1761793078817,1447.7159880372874,None,None
104,1.7584049701690674,-17.9219913482666,4.147727966308594,None,None,None,-5.419912977184006,None,1930,1449,None,None,1958.3104088259752,1446.3139510109738,None,None
105,2.888054609298706,-16.878623962402344,2.5614049434661865,None,None,None,-9.428407700528934,None,1932,1451,None,None,1958.1310675319407,1446.6607176611933,None,None
106,2.6532979011535645,-17.36532974243164,2.138939142227173,None,None,None,-8.420488214623258,None,1934,1451,None,None,1960.563236762718,1447.067776163415,None,None
107,2.829761505126953,-17.029165267944336,0.25296005606651306,None,None,None,-9.156401446293984,None,1936,1451,None,None,1961.7715450053972,1446.8460430386554,None,None
108,2.861553192138672,-17.585533142089844,2.17071270942688,None,None,None,-8.951368278141409,None,1937,1451,None,None,1964.4937570210852,1446.6693351286015,None,None
109,2.635653018951416,-18.515661239624023,4.3891706466674805,None,None,None,-7.818321648001843,None,1937,1451,None,None,1965.5807470004074,1447.0756134030175,None,None
110,4.201639652252197,-12.245564460754395,2.2607815265655518,None,None,None,-18.653249024730876,None,1936,1452,None,None,1955.3012850240752,1445.48442402202,None,None
111,2.81902813911438,-16.12712287902832,3.387324810028076,None,None,None,-9.653111146397503,None,1938,1452,None,None,1962.9992502537787,1447.7478532252821,None,None
112,2.2536795139312744,-17.767574310302734,2.7089290618896484,None,None,None,-6.9962676339834795,None,1937,1451,None,None,1964.4640771017637,1447.6296513769887,None,None
113,1.9726639986038208,-18.250036239624023,2.6476094722747803,None,None,None,-5.959512493477695,None,1936,1450,None,None,1963.8716328448224,1447.090484658689,None,None
114,1.8564977645874023,-18.78347396850586,2.5809030532836914,None,None,None,-5.441214432900689,None,1936,1448,None,None,1964.3353526597964,1445.3009546383505,None,None
115,2.1592085361480713,-16.349720001220703,0.3881010115146637,None,None,None,-7.318397799778088,None,1936,1447,None,None,1960.7719574378452,1443.8185538687371,None,None
116,1.243883728981018,-19.19317054748535,3.398566246032715,None,None,None,-3.5684170745025385,None,1935,1447,None,None,1964.9166223410764,1445.134361183651,None,None
117,1.2361470460891724,-18.874990463256836,3.695643186569214,None,None,None,-3.6105719390899798,None,1934,1448,None,None,1963.4389023646402,1446.142407765755,None,None
118,1.293798565864563,-18.028535842895508,2.612285852432251,None,None,None,-3.9684685778319593,None,1930,1448,None,None,1958.4731392605931,1446.024709702567,None,None
119,1.3985693454742432,-14.91650104522705,0.4222141206264496,None,None,None,-5.234987155620498,None,1929,1447,None,None,1951.6521769469762,1444.9245427146004,None,None
120,1.7843093872070312,-16.831079483032227,0.9838371872901917,None,None,None,-5.876704535991232,None,1928,1448,None,None,1953.7700438428824,1445.3475141231909,None,None
121,1.8514313697814941,-18.15720558166504,1.3509100675582886,None,None,None,-5.626232013869588,None,1926,1448,None,None,1954.357902148038,1445.2063747333298,None,None
122,1.38142728805542,-18.294191360473633,3.356942892074585,None,None,None,-4.170684207005573,None,1927,1448,None,None,1954.9367630668771,1445.9628229505959,None,None
123,2.290815830230713,-14.647212028503418,-0.28131401538848877,None,None,None,-8.69525184088559,None,1928,1448,None,None,1950.7580011917357,1444.519466568146,None,None
124,1.9841357469558716,-16.42315673828125,2.4663712978363037,None,None,None,-6.699424540487744,None,1925,1448,None,None,1950.1628954825858,1445.044295358819,None,None
125,1.865515947341919,-18.066112518310547,2.96001935005188,None,None,None,-5.699124818021215,None,1925,1448,None,None,1952.6001644963196,1445.2455631303526,None,None
126,1.2105587720870972,-18.204593658447266,4.416896343231201,None,None,None,-3.675616490455724,None,1926,1448,None,None,1953.8045862634995,1446.213840087417,None,None
127,1.5110582113265991,-16.852455139160156,-1.2105658054351807,None,None,None,-4.975235694811502,None,1927,1448,None,None,1953.091730670624,1445.7286325782065,None,None
128,1.8749642372131348,-16.50823974609375,0.3527989983558655,None,None,None,-6.299792612362159,None,1926,1448,None,None,1950.7213329817691,1445.270830001697,None,None
129,1.5074448585510254,-17.056110382080078,-0.08927317708730698,None,None,None,-4.900861034448197,None,1930,1448,None,None,1955.8111123722101,1445.7868163579578,None,None
130,1.539098858833313,-12.664898872375488,-0.896456241607666,None,None,None,-6.815923264542049,None,1931,1447,None,None,1950.5131195058507,1444.6677011225215,None,None
131,1.9124548435211182,-16.866750717163086,0.5602501034736633,None,None,None,-6.281330707128804,None,1930,1447,None,None,1955.5329271521368,1444.1895593649906,None,None
132,2.148162841796875,-15.378926277160645,0.6868600249290466,None,None,None,-7.7604384317756985,None,1931,1447,None,None,1954.0725320504698,1443.8556847678306,None,None
133,1.4577363729476929,-15.068936347961426,0.7200478315353394,None,None,None,-5.397671376409737,None,1932,1447,None,None,1954.618351048573,1444.8628637993938,None,None
134,1.449631690979004,-18.73427963256836,3.319025754928589,None,None,None,-4.265973512690933,None,1929,1444,None,None,1956.300270063016,1441.963586244874,None,None
135,1.6226340532302856,-17.532869338989258,1.215006947517395,None,None,None,-5.121689557106683,None,1932,1444,None,None,1958.5102544068454,1441.6239069812043,None,None
136,1.8944185972213745,-17.5791072845459,2.0146396160125732,None,None,None,-5.956883155737496,None,1931,1440,None,None,1957.2759393102233,1437.2582778071035,None,None
137,1.600438117980957,-17.48322105407715,3.3359832763671875,None,None,None,-5.067215576353677,None,1934,1439,None,None,1959.8366790898463,1436.70903846384,None,None
138,2.0128209590911865,-19.322141647338867,1.8122665882110596,None,None,None,-5.72033874920197,None,1937,1438,None,None,1966.1173614619213,1435.08326158237,None,None
139,0.9706820249557495,-22.195154190063477,4.469485282897949,None,None,None,-2.3776793163050454,None,1939,1439,None,None,1972.6208602939475,1437.6039889020221,None,None
140,1.518043041229248,-20.87696075439453,3.5008554458618164,None,None,None,-3.97331601527264,None,1945,1438,None,None,1977.4289720266531,1435.7475216589414,None,None
141,2.091930866241455,-17.808122634887695,3.1096982955932617,None,None,None,-6.483171052392945,None,1948,1439,None,None,1975.8305568506098,1435.8373888199344,None,None
142,0.5524412989616394,-22.320199966430664,7.474937915802002,None,None,None,-1.3453712845002153,None,1952,1439,None,None,1986.9399753810387,1438.1794180785503,None,None
