frame,adult_pitch,adult_yaw,adult_roll,child_pitch,child_yaw,child_roll
50,-2.499385356903076,-8.202044486999512,5.065382480621338,None,None,None
51,-5.354533672332764,-4.789473056793213,5.368959903717041,-1.3522528409957886,-33.409629821777344,-4.935297966003418
52,-2.9045186042785645,-3.3713536262512207,5.4454874992370605,-3.139106035232544,-72.7568588256836,-2.8252949714660645
53,-1.6178557872772217,1.7430402040481567,3.73026704788208,21.016399383544922,-88.46878051757812,-27.61479949951172
54,-10.053203582763672,4.7162957191467285,4.222563743591309,-30.30845832824707,-74.12010192871094,30.249008178710938
55,-11.608509063720703,9.071682929992676,2.714750051498413,-14.429662704467773,-59.73537826538086,18.63424301147461
56,-11.064414978027344,7.544654369354248,4.103039264678955,-19.749300003051758,-66.40640258789062,23.497432708740234
57,-12.749255180358887,10.190346717834473,2.7046923637390137,-14.528009414672852,-57.4024658203125,13.229541778564453
58,-13.063703536987305,10.376340866088867,4.383199214935303,-14.545027732849121,-55.18821716308594,12.195802688598633
59,-14.34913444519043,11.040632247924805,3.679842948913574,-9.333511352539062,-49.8740119934082,6.993846893310547
60,-13.747686386108398,10.138657569885254,3.0984208583831787,-12.437012672424316,-51.26597595214844,13.490157127380371
61,-15.212054252624512,11.432766914367676,2.1790261268615723,-19.088146209716797,-35.741024017333984,9.23532772064209
62,-13.068251609802246,11.22758960723877,3.2624623775482178,0.2012406438589096,-24.880098342895508,2.415004014968872
63,-12.086397171020508,10.157407760620117,3.762258291244507,1.9156603813171387,-19.827346801757812,1.2596869468688965
64,-11.94434642791748,10.268927574157715,4.9925127029418945,1.9842045307159424,-20.850183486938477,1.3155707120895386
65,-11.360448837280273,7.993889331817627,4.061636924743652,-0.15558044612407684,-24.809900283813477,3.1585004329681396
66,-7.365469932556152,8.855956077575684,4.673713207244873,2.465148687362671,-19.351940155029297,0.4495674967765808
67,-6.530168056488037,8.531015396118164,4.1450653076171875,2.2156338691711426,-19.153676986694336,0.9945852160453796
68,-8.661334991455078,7.525554180145264,4.227027416229248,1.4205693006515503,-18.633398056030273,2.309664249420166
69,0.807074785232544,-2.7536869049072266,3.1601738929748535,1.964722752571106,-17.781702041625977,1.880844235420227
70,-9.281377792358398,4.304615020751953,2.7593462467193604,1.5262134075164795,-19.238468170166016,2.153729200363159
71,-9.39222240447998,1.907871961593628,4.535049915313721,1.4865260124206543,-17.790727615356445,2.1761019229888916
72,-8.932441711425781,3.774667978286743,3.2655904293060303,1.2884020805358887,-17.253196716308594,2.5720624923706055
73,-11.163358688354492,5.51679801940918,2.5322697162628174,1.1888400316238403,-17.315732955932617,2.8657259941101074
74,-7.013413906097412,4.929584980010986,2.8706629276275635,0.6695940494537354,-15.743687629699707,3.239994764328003
75,-3.1702873706817627,1.5962426662445068,2.562680244445801,0.4425275921821594,-13.700331687927246,2.861281394958496
76,1.1986112594604492,-2.0586130619049072,3.2279152870178223,-0.34911417961120605,-14.195745468139648,3.8116543292999268
77,0.25032052397727966,-1.4119952917099,2.230933904647827,0.30970221757888794,-13.87019157409668,3.8001394271850586
78,-8.168766975402832,5.521669387817383,2.392761707305908,0.5747343897819519,-11.534770011901855,2.4977004528045654
79,-10.395966529846191,7.2655558586120605,0.5652524828910828,0.6535788178443909,-10.063517570495605,2.3574752807617188
80,-9.993086814880371,10.476765632629395,-0.40465980768203735,-0.11145701259374619,-7.969104766845703,3.439457654953003
81,-8.575942993164062,11.900498390197754,-0.7324533462524414,1.283939003944397,-9.734994888305664,2.471794366836548
82,-6.590314865112305,10.85609245300293,-1.0867644548416138,1.380838394165039,-8.756117820739746,2.9761974811553955
83,0.615530788898468,4.023855686187744,-0.08412479609251022,0.5510700941085815,-6.571415424346924,2.823683500289917
84,2.997932195663452,-8.721315383911133,0.9985103011131287,-0.8239376544952393,-3.0505943298339844,3.3857638835906982
85,2.6072967052459717,-5.197841644287109,0.3095294237136841,0.9543765187263489,-5.149200916290283,4.055771827697754
86,2.628039836883545,-4.522765159606934,1.1286407709121704,1.3845046758651733,-7.893606662750244,3.424647092819214
87,2.6500415802001953,-10.083893775939941,0.9850062727928162,0.4312056601047516,-2.7435295581817627,2.3275558948516846
88,2.6873435974121094,-6.047506809234619,0.8567917346954346,-3.168922185897827,2.7336089611053467,2.6030325889587402
89,2.9005017280578613,-6.1103315353393555,0.12061117589473724,-5.667145729064941,6.380200386047363,1.8784116506576538
90,2.7566170692443848,-4.90054178237915,0.39511269330978394,-1.6336945295333862,0.5412308573722839,1.3269463777542114
91,0.3252772390842438,6.439708709716797,0.9964133501052856,-9.763555526733398,3.8322653770446777,1.7312963008880615
92,1.9841725826263428,-0.11022540926933289,1.0104447603225708,-20.372941970825195,5.607615947723389,2.468651056289673
93,2.0052967071533203,-1.4381352663040161,0.8285528421401978,-8.12980842590332,1.487005591392517,4.394780158996582
94,1.9928736686706543,2.848759174346924,1.770160436630249,-16.18071174621582,4.3411078453063965,1.05519437789917
95,1.9376007318496704,-0.9732659459114075,1.1751010417938232,-5.190561294555664,-2.5043163299560547,3.0787274837493896
96,2.4253270626068115,-9.30557918548584,2.1132731437683105,-4.394266128540039,-3.056096315383911,4.114054203033447
97,1.8909251689910889,-6.002947807312012,2.473824977874756,-1.8851522207260132,-6.710679531097412,4.132795810699463
98,2.447312831878662,-8.575272560119629,2.3622002601623535,-4.354269504547119,-6.85854959487915,5.938520908355713
99,2.535409450531006,-9.790238380432129,2.8262856006622314,-0.31744256615638733,-11.467905044555664,5.23606538772583
100,2.0929653644561768,-10.117317199707031,3.41807222366333,-2.107133150100708,-9.285457611083984,6.547255992889404
101,-3.464418649673462,3.627453327178955,5.837661266326904,-0.6850724816322327,-8.795639991760254,6.248500347137451
102,-8.767409324645996,3.477933406829834,5.823027610778809,-1.1878407001495361,-5.923679351806641,7.701466083526611
103,-8.46156120300293,2.3824634552001953,6.6455583572387695,-1.0830110311508179,-4.684360980987549,9.946877479553223
104,-9.327801704406738,0.5032549500465393,6.455765724182129,-0.07131174951791763,-4.755002498626709,7.857483386993408
105,-7.354428768157959,0.34692874550819397,7.218715667724609,-0.16710561513900757,-2.669034242630005,10.672591209411621
106,-6.382536888122559,-1.0223153829574585,6.4889044761657715,-3.8509762287139893,0.833686888217926,11.713593482971191
107,-7.678966999053955,-2.607522964477539,8.481127738952637,-0.2973291575908661,-7.805193901062012,9.340314865112305
108,-7.634974002838135,-1.4045568704605103,7.463397979736328,-0.7733325958251953,-8.175978660583496,11.262375831604004
109,-5.402525901794434,-0.21779023110866547,7.5753984451293945,0.0035132067278027534,-12.636039733886719,10.007224082946777
110,-4.617257118225098,-2.189831018447876,7.017974376678467,-2.0739905834198,-8.359161376953125,14.153039932250977
111,-6.0217976570129395,0.2089269459247589,6.778569221496582,-7.654491901397705,-8.72988510131836,18.99016571044922
112,-5.344680309295654,0.5360434055328369,7.741846084594727,-9.861871719360352,-11.196622848510742,19.26048469543457
113,-4.333726406097412,3.243253469467163,7.250810623168945,-12.016839981079102,-11.516013145446777,17.413055419921875
114,-3.8478167057037354,2.8969500064849854,8.623023986816406,-12.106962203979492,-15.732129096984863,18.496946334838867
115,-4.288574695587158,5.206120491027832,8.978947639465332,-9.072366714477539,-17.77960968017578,19.190567016601562
116,-4.883345603942871,6.920966625213623,8.834813117980957,-8.962220191955566,-18.088918685913086,18.427865982055664
117,-4.1705322265625,11.330662727355957,8.99851131439209,-7.0131964683532715,-18.919458389282227,17.8248348236084
118,-4.534723281860352,14.495009422302246,9.227805137634277,-7.163944244384766,-28.799179077148438,20.416763305664062
119,-6.203074932098389,16.5780029296875,9.500541687011719,-2.734344959259033,-28.445858001708984,17.007596969604492
120,-3.965984582901001,14.922385215759277,9.484509468078613,0.7177661657333374,-27.531747817993164,14.252043724060059
121,0.7769198417663574,11.367383003234863,10.116169929504395,2.196779489517212,-23.32684898376465,8.591843605041504
122,-0.5903090834617615,12.679368019104004,9.572771072387695,2.5987231731414795,-26.583467483520508,10.328529357910156
123,-4.238744735717773,15.13019847869873,10.997395515441895,1.2625675201416016,-26.17932891845703,8.593088150024414
124,3.6259453296661377,12.219717979431152,11.326030731201172,2.2329654693603516,-23.847209930419922,4.027374267578125
125,-2.772087812423706,15.929787635803223,10.936917304992676,2.06254506111145,-27.191038131713867,5.326430797576904
126,-4.990792751312256,15.089850425720215,10.560962677001953,1.9837926626205444,-28.11874771118164,3.8952338695526123
127,-4.221412658691406,15.8702974319458,9.877408981323242,2.404420852661133,-27.638351440429688,1.728411078453064
128,-4.490669250488281,14.619518280029297,10.298942565917969,2.91355037689209,-25.69818115234375,0.3467751741409302
129,-6.2688398361206055,12.65428352355957,10.031973838806152,2.528181314468384,-26.731725692749023,0.37780657410621643
130,-7.432433128356934,14.269052505493164,9.94130802154541,1.5965129137039185,-27.254310607910156,2.513578176498413
131,-9.005284309387207,13.004523277282715,9.152774810791016,2.730597734451294,-30.94098472595215,1.099938988685608
132,-8.051311492919922,12.83764934539795,9.298480987548828,1.063849687576294,-57.94046401977539,0.5784803628921509
133,-6.177259922027588,12.096856117248535,8.644021987915039,6.665892601013184,-59.96865463256836,-1.148810863494873
134,-6.459315776824951,14.41686725616455,8.843887329101562,3.6732568740844727,-63.657432556152344,-0.47122788429260254
135,-6.4290947914123535,12.014241218566895,8.98607349395752,-0.8564537763595581,-67.0159683227539,1.466401219367981
136,-3.58939266204834,11.6397066116333,8.877020835876465,-5.750020503997803,-77.22928619384766,11.347705841064453
137,-0.8156831860542297,9.301305770874023,9.936986923217773,-9.598798751831055,-74.64543151855469,12.933313369750977
138,-1.985837459564209,9.116888999938965,9.283676147460938,-2.59420108795166,-72.85909271240234,1.82668137550354
139,-0.05583783611655235,6.2740092277526855,9.19843864440918,-7.690733432769775,-81.23546600341797,7.920217037200928
140,1.6510529518127441,3.252702236175537,9.192604064941406,-32.646728515625,-86.26935577392578,31.042076110839844
141,16.931949615478516,-29.983510971069336,-12.198583602905273,157.20262145996094,-85.85464477539062,-156.58287048339844
142,1.3543168306350708,-2.3400001525878906,7.775059223175049,171.87069702148438,-81.66899871826172,-172.03045654296875
143,1.5646172761917114,-5.8656439781188965,8.10932445526123,179.04469299316406,-78.43003845214844,179.19583129882812
144,-0.3420732021331787,-5.765607833862305,10.32917594909668,-173.0898895263672,-79.41888427734375,172.85498046875
145,-1.0950018167495728,-9.06374740600586,10.718564987182617,174.64234924316406,-77.57134246826172,-173.8142852783203
146,-10.091764450073242,-9.140649795532227,13.065534591674805,-159.87071228027344,-81.93802642822266,160.44143676757812
147,None,None,None,-60.58561706542969,-67.05960083007812,59.53112030029297
148,None,None,None,0.8346197009086609,-26.41765594482422,10.30113697052002
149,-8.439814567565918,-21.341655731201172,18.899349212646484,-4.5311384201049805,-63.85462951660156,10.70145034790039
150,-12.915459632873535,-21.123266220092773,20.320755004882812,-25.01153564453125,-75.73726654052734,27.793363571166992
151,-12.617692947387695,-25.545734405517578,19.686384201049805,-43.93315887451172,-88.05538177490234,43.30592346191406
152,-11.800148010253906,-28.50649070739746,21.856403350830078,-23.271175384521484,-65.82514953613281,23.374980926513672
153,-15.600296974182129,-29.20832633972168,20.43506622314453,-124.67206573486328,-76.31302642822266,126.2662353515625
154,-16.11130142211914,-29.270097732543945,19.801685333251953,-142.646728515625,-64.25115966796875,143.33998107910156
155,-16.076805114746094,-33.341529846191406,21.213253021240234,-137.5301971435547,-73.38965606689453,139.734375
156,-16.689247131347656,-34.43492126464844,22.815244674682617,-111.40775299072266,-77.40865325927734,110.39693450927734
157,-18.381427764892578,-37.30707931518555,24.078208923339844,-121.43909454345703,-75.47635650634766,122.47667694091797
158,-18.153291702270508,-39.070404052734375,23.783599853515625,-96.11572265625,-79.30133056640625,95.62258911132812
159,-10.649053573608398,-39.15904235839844,18.86113166809082,-103.62213897705078,-77.66657257080078,102.6932373046875
160,-11.184213638305664,-39.460594177246094,19.906585693359375,-92.96802520751953,-78.40098571777344,93.1485824584961
161,-12.42966365814209,-40.99794387817383,21.288272857666016,-62.0272216796875,-77.9109878540039,59.876773834228516
162,-10.577542304992676,-39.57210922241211,18.943050384521484,-34.78647232055664,-75.50735473632812,32.86203384399414
163,-11.96047592163086,-40.32024002075195,19.35774803161621,-22.544185638427734,-71.87196350097656,19.987796783447266
164,-14.859636306762695,-40.61279296875,22.847850799560547,-14.76380729675293,-68.15802001953125,11.962773323059082
165,-10.726701736450195,-40.82411575317383,19.295520782470703,-9.361699104309082,-65.22984313964844,5.953381538391113
166,-11.482186317443848,-39.325016021728516,19.449907302856445,-6.608484745025635,-64.9766616821289,5.314985752105713
167,-12.176791191101074,-39.6965217590332,19.93241310119629,-4.564401626586914,-63.97977828979492,2.0867836475372314
168,-15.027549743652344,-40.0444450378418,22.25871467590332,-5.147416114807129,-62.86186218261719,2.926725387573242
169,-11.757314682006836,-41.000484466552734,20.807748794555664,-2.3626646995544434,-57.968231201171875,0.44093814492225647
170,-14.911230087280273,-39.36940002441406,20.080219268798828,2.3461921215057373,-36.04607391357422,-0.8817961812019348
171,-12.194193840026855,-40.57765197753906,18.70505142211914,2.9853055477142334,-42.492958068847656,-2.619028091430664
172,-12.649084091186523,-38.02851867675781,17.330177307128906,4.1435980796813965,-41.518131256103516,-4.242068290710449
173,-13.944220542907715,-37.98028564453125,18.3800048828125,2.9152235984802246,-35.809051513671875,-4.0433831214904785
174,-14.125299453735352,-37.36839294433594,19.77342414855957,2.1622931957244873,-24.857763290405273,-2.117898941040039
175,-11.62351131439209,-33.524112701416016,18.47539710998535,1.4166005849838257,-28.60992431640625,-5.4400482177734375
176,-11.060108184814453,-33.97429275512695,15.922019958496094,1.8319554328918457,-23.033721923828125,-4.652856826782227
177,-9.379952430725098,-34.074729919433594,13.344635009765625,0.9677151441574097,-17.257604598999023,-3.2425613403320312
178,-6.913923263549805,-34.42503356933594,7.747947692871094,2.516258478164673,-12.062894821166992,-1.5475870370864868
179,-1.243388056755066,-31.381938934326172,0.8162218332290649,1.7358694076538086,-7.74867057800293,-0.9675496220588684
180,3.7555510997772217,-27.352262496948242,-4.037567615509033,2.4044387340545654,-2.2388157844543457,-0.7107619047164917
181,5.691461086273193,-21.16233253479004,-7.284549236297607,-0.9221369028091431,11.60494613647461,0.7879428863525391
182,6.0908308029174805,-22.360260009765625,-5.220887184143066,1.9744892120361328,23.307512283325195,2.456547975540161
183,7.807297706604004,-25.08022117614746,-3.79626202583313,3.8212077617645264,32.996498107910156,3.2895452976226807
184,9.883867263793945,-27.925636291503906,-4.147985458374023,11.04854679107666,45.7168083190918,7.300739288330078
185,5.413445472717285,-25.871768951416016,-0.8136876821517944,20.049768447875977,63.04880905151367,17.693328857421875
186,4.148945331573486,-23.466201782226562,-0.07957099378108978,38.02683639526367,75.81311798095703,37.549034118652344
187,10.4115571975708,-33.02311325073242,0.1837286800146103,121.82955169677734,80.5208740234375,126.1604995727539
188,10.894186973571777,-34.56714630126953,1.0751854181289673,143.17994689941406,72.17276000976562,148.68846130371094
189,9.863908767700195,-35.24922561645508,3.8160903453826904,140.39906311035156,69.08781433105469,145.04977416992188
190,7.134848594665527,-37.5373420715332,6.739608287811279,140.91485595703125,63.03577423095703,144.7035675048828
191,6.390364170074463,-39.50057601928711,7.683643341064453,142.85084533691406,58.89695739746094,145.2001190185547
192,5.959526062011719,-38.162776947021484,7.517642021179199,140.40499877929688,56.412776947021484,142.64662170410156
193,3.119948387145996,-30.364852905273438,3.9001927375793457,140.402099609375,54.96726989746094,141.23101806640625
194,3.0626108646392822,-29.480037689208984,3.513195753097534,139.22227478027344,55.24517059326172,139.30404663085938
195,9.202563285827637,-39.50959396362305,1.6212315559387207,141.0233154296875,54.06264114379883,141.6280059814453
196,13.566106796264648,-48.399574279785156,0.6607716083526611,140.91258239746094,53.25789260864258,139.04469299316406
197,11.308743476867676,-47.503746032714844,0.06163882091641426,141.44354248046875,53.52986526489258,141.32261657714844
198,15.057897567749023,-57.493595123291016,6.5091071128845215,142.62142944335938,52.903236389160156,142.35301208496094
199,21.536548614501953,-49.11195373535156,-1.0959904193878174,142.3419647216797,51.39460754394531,142.02035522460938
200,22.09953498840332,-49.13542556762695,-1.6878910064697266,144.68038940429688,51.65740966796875,143.7510528564453
201,20.973939895629883,-52.13196563720703,-1.4102962017059326,144.15985107421875,50.65559387207031,142.2449951171875
202,18.52663803100586,-52.68796157836914,0.3449867069721222,146.5506591796875,49.03385925292969,142.6214141845703
203,15.745214462280273,-59.46949768066406,3.5709474086761475,148.97695922851562,51.08371353149414,143.7432098388672
204,14.983304977416992,-56.74680709838867,3.9653773307800293,149.9978485107422,49.02117156982422,144.5424041748047
205,18.41290283203125,-57.39757537841797,1.3208377361297607,152.4348907470703,50.32686233520508,147.2596435546875
206,19.05259895324707,-56.31072998046875,-0.07748338580131531,151.91477966308594,51.40282440185547,146.07186889648438
207,18.313854217529297,-56.443824768066406,2.2628674507141113,155.02996826171875,49.85738754272461,148.81028747558594
208,15.686729431152344,-57.258853912353516,2.7170469760894775,154.9217987060547,53.134803771972656,148.9093017578125
209,16.879228591918945,-56.676082611083984,1.2673511505126953,152.16029357910156,53.10657501220703,147.0181121826172
210,16.92279624938965,-58.65860366821289,1.042065143585205,152.52198791503906,54.577232360839844,146.61141967773438
211,18.278778076171875,-56.92094802856445,-1.1565014123916626,157.16688537597656,51.46251678466797,152.79071044921875
212,18.68951988220215,-55.326995849609375,-1.8471379280090332,155.9965362548828,52.62688064575195,149.87063598632812
213,14.833380699157715,-55.17742919921875,2.1041572093963623,158.6322479248047,52.87894058227539,150.674072265625
214,13.231993675231934,-56.54811477661133,2.3903136253356934,158.2061004638672,51.31690979003906,152.13853454589844
215,14.486658096313477,-54.26121139526367,-0.2372525930404663,160.2596893310547,49.887752532958984,154.093994140625
216,12.699359893798828,-52.820152282714844,-0.017786018550395966,157.83470153808594,50.25581741333008,153.10411071777344
217,10.55968952178955,-52.51028823852539,3.2566590309143066,158.95065307617188,45.017208099365234,155.8241424560547
218,10.875155448913574,-50.01797103881836,2.2825944423675537,163.97381591796875,45.085426330566406,157.7192840576172
219,8.895581245422363,-49.095001220703125,2.2111690044403076,161.4425506591797,46.79949188232422,157.36737060546875
220,9.084294319152832,-49.145668029785156,3.5801429748535156,162.21112060546875,47.03453063964844,159.16004943847656
221,11.266335487365723,-49.89854431152344,4.401932716369629,162.83277893066406,47.00730895996094,160.17161560058594
222,10.392451286315918,-47.26926040649414,3.5099761486053467,163.95884704589844,50.79157638549805,160.73434448242188
223,9.017151832580566,-46.9834098815918,4.644867420196533,165.49278259277344,48.97552490234375,161.8190460205078
224,10.920269012451172,-47.45276641845703,5.351191520690918,165.8328399658203,53.82524108886719,160.12359619140625
225,9.29114818572998,-46.95772933959961,7.614443302154541,166.11257934570312,58.37553405761719,158.63694763183594
226,6.204041957855225,-42.91718673706055,4.944488048553467,167.0998992919922,57.90359115600586,162.05450439453125
227,6.968142509460449,-42.888519287109375,5.312798976898193,159.1098175048828,61.8173713684082,155.210205078125
228,3.5109777450561523,-37.063194274902344,5.5603203773498535,163.1282196044922,60.70671463012695,159.87002563476562
229,2.3121776580810547,-32.42973327636719,7.55177116394043,159.32379150390625,63.93409729003906,156.27188110351562
230,-1.278848648071289,-26.90558624267578,8.73494815826416,42.231170654296875,65.39014434814453,39.495948791503906
231,-0.3668166697025299,-22.78022003173828,6.704538822174072,50.456993103027344,70.82472229003906,47.29732894897461
232,0.04382164403796196,-22.110929489135742,6.096785545349121,161.9005126953125,67.01133728027344,160.495849609375
233,-0.7129721641540527,-17.042314529418945,6.365233421325684,158.7576904296875,70.25135040283203,157.5828094482422
234,-0.3149942457675934,-16.981199264526367,6.55490779876709,146.7502899169922,77.602294921875,145.74789428710938
235,-1.1168230772018433,-19.367273330688477,8.7929105758667,141.7660675048828,79.05799865722656,143.84352111816406
236,-0.5145508646965027,-17.097564697265625,5.548337936401367,26.399826049804688,65.05216217041016,23.919504165649414
237,0.5329937934875488,-22.3452091217041,5.850633144378662,29.55384635925293,71.53340148925781,33.25968551635742
238,-1.1688652038574219,-21.165626525878906,8.129000663757324,16.04064178466797,62.05221176147461,25.83106231689453
239,-1.1669533252716064,-23.776702880859375,8.652663230895996,13.512075424194336,52.491973876953125,23.89850425720215
240,-0.9031638503074646,-24.049348831176758,8.084386825561523,7.081514835357666,43.73068618774414,23.196958541870117
241,-1.0497385263442993,-24.41145896911621,9.0467529296875,10.57010269165039,33.53717041015625,25.293846130371094
242,-0.36163589358329773,-23.53145980834961,8.509050369262695,9.675029754638672,26.713964462280273,24.840431213378906
243,-1.442967414855957,-24.7298526763916,9.403290748596191,7.007277011871338,16.937772750854492,23.284196853637695
244,-0.9998564124107361,-25.712072372436523,9.566340446472168,5.153491020202637,11.395427703857422,20.33920669555664
245,-0.8150147795677185,-26.842639923095703,8.162071228027344,-0.36732766032218933,4.668915271759033,14.668488502502441
246,-0.44798174500465393,-24.98274040222168,7.4426374435424805,-1.6125013828277588,0.3566058576107025,13.21891975402832
247,0.7509827017784119,-25.18288803100586,5.585669040679932,-2.188303232192993,-0.23680706322193146,10.152063369750977
248,0.5858745574951172,-25.324825286865234,7.206563472747803,-4.912151336669922,-1.8007761240005493,8.309534072875977
249,0.1845034509897232,-25.04086685180664,6.547799110412598,-4.524587154388428,-3.3578734397888184,7.647298812866211
250,0.7073507308959961,-24.724637985229492,6.823909759521484,-5.084214687347412,-1.7280681133270264,6.558826446533203
251,0.7752930521965027,-25.493846893310547,8.505192756652832,-4.704745292663574,-3.318620204925537,5.883630752563477
252,1.4237908124923706,-21.96904754638672,6.077654838562012,-5.396739959716797,-4.16646671295166,6.198996067047119
253,1.726372480392456,-21.89773178100586,5.270963191986084,-5.989926338195801,-3.5792062282562256,4.356422424316406
254,1.69600248336792,-22.51756477355957,6.347671985626221,-8.100656509399414,-3.6460535526275635,4.74379825592041
255,2.3773610591888428,-20.312089920043945,5.306447982788086,-8.027084350585938,3.49914288520813,5.796004295349121
256,2.522739887237549,-19.787145614624023,4.714465141296387,-7.758880138397217,11.867358207702637,2.8748903274536133
257,2.595430850982666,-20.269079208374023,4.053732872009277,-0.45516833662986755,7.47669792175293,1.0004169940948486
258,2.313715934753418,-20.432525634765625,3.4514217376708984,0.09448669105768204,11.192681312561035,0.9597752094268799
259,1.0593332052230835,-29.19738006591797,3.0462746620178223,0.07410861551761627,12.040956497192383,0.2979508936405182
260,None,None,None,2.629333972930908,-22.64441680908203,16.764080047607422
261,None,None,None,3.708493947982788,-22.963111877441406,9.109847068786621
262,None,None,None,2.6142826080322266,-1.416494369506836,0.447011798620224
263,None,None,None,2.41215443611145,3.3830721378326416,-1.3305493593215942
